sequence,seqid,label
MKKA KKAN KANG ANGS NGSR GSRP SRPH RPHG PHGG HGGL GGLL GLLV LLVG LVGL VGLL GLLS LLSL LSLL SLLI LLIL LILC ILCS LCSP CSPL SPLA PLAL LALA ALAQ LAQD AQDG QDGM DGMS GMSA MSAV SAVT AVTI VTIK TIKT IKTM KTMA TMAD MADG ADGS DGSQ GSQE SQEY QEYS EYSL YSLT SLTL LTLQ TLQV LQVL QVLA VLAL LALM ALMT LMTA MTAL TALS ALSF LSFL SFLP FLPA LPAM PAMV AMVI MVIM VIMM IMMT MMTS MTSF TSFT SFTR FTRI TRII RIII IIIV IIVL IVLG VLGI LGIL GILR ILRQ LRQA RQAI QAIG AIGL IGLQ GLQQ LQQS QQSP QSPS SPSN PSNQ SNQV NQVL QVLI VLIG LIGI IGIA GIAL IALF ALFM LFMS FMSF MSFF SFFI FFIM FIMS IMSP MSPV SPVL PVLD VLDR LDRI DRIN RINN INNE NNEA NEAL EALQ ALQP LQPY QPYL PYLA YLAE LAET AETI ETIQ TIQA IQAK QAKE AKEA KEAL EALE ALEK LEKA EKAE KAEL AELP ELPI LPIH PIHQ IHQF HQFM QFML FMLA MLAQ LAQT AQTR QTRI TRIK RIKD IKDL KDLN DLNT LNTF NTFM TFME FMEI MEIA EIAN IANV ANVQ NVQV VQVD QVDK VDKP DKPA KPAD PADV ADVP DVPL VPLR PLRV LRVL RVLI VLIP LIPA IPAF PAFV AFVT FVTS VTSE TSEL SELK ELKT LKTA KTAF TAFQ AFQI FQIG QIGF IGFM GFML FMLF MLFL LFLP FLPF LPFL PFLV FLVI LVID VIDL IDLV DLVV LVVA VVAS VASI ASIL SILM ILMA LMAM MAMG AMGM MGMM GMMM MMML MMLS MLSP LSPM SPML PMLV MLVS LVSL VSLP SLPF LPFK PFKL FKLM KLML LMLF MLFV LFVM FVMV VMVD MVDG VDGW DGWN GWNL WNLI NLIL LILG ILGS LGSL GSLA SLAN,VFG038667,VFC0001
MTYT TYTT YTTA TTAL TALI ALIM LIME IMEW MEWL EWLS WLSS LSSI SSIV SIVW IVWP VWPL WPLA PLAR LARV ARVS RVSG VSGL SGLL GLLM LLMV LMVM MVMA VMAV MAVF AVFG VFGS FGSR GSRL SRLT RLTP LTPA TPAR PARV ARVR RVRI VRIS RISL ISLA SLAL LALA ALAL LALT ALTL LTLM TLMI LMIA MIAP IAPL APLL PLLP LLPP LPPM PPMP PMPK MPKI PKIE KIEL IELF ELFS LFSV FSVG SVGS VGSF GSFL SFLV FLVL LVLG VLGQ LGQQ GQQL QQLL QLLI LLIG LIGV IGVA GVAL VALG ALGL LGLM GLMT LMTQ MTQF TQFL QFLM FLME LMES MESF ESFV SFVM FVMA VMAG MAGQ AGQI GQII QIIA IIAM IAMQ AMQT MQTS QTSL TSLG SLGF LGFA GFAT FATL ATLV TLVD LVDP VDPM DPMN PMNG MNGQ NGQS GQSA QSAP SAPV APVV PVVG VVGQ VGQF GQFY QFYL FYLM YLML LMLA MLAT LATL ATLV TLVF LVFL VFLA FLAV LAVD AVDG VDGH DGHL GHLI HLIM LIML IMLR MLRM LRMV RMVV MVVL VVLS VLSF LSFD SFDT FDTL DTLP TLPV LPVS PVSD VSDS SDSG DSGL SGLS GLSL LSLP SLPS LPSI PSIR SIRD IRDL RDLI DLIG LIGF IGFL GFLG FLGV LGVM GVMY VMYQ MYQA YQAS QASL ASLV SLVM LVMA VMAL MALS ALSA LSAI SAIV AIVA IVAL VALL ALLL LLLI LLIN LINF INFA NFAF FAFG AFGV FGVM GVMT VMTR MTRA TRAA RAAP AAPQ APQL PQLN QLNI LNIF NIFS IFSI FSIG SIGF IGFA GFAV FAVS AVSM VSMM SMMS MMSG MSGL SGLL GLLI LLIL LILW ILWL LWLT WLTI LTIG TIGG IGGF GGFL GFLG FLGH LGHF GHFD HFDS FDSM DSMW SMWE MWER WERV ERVQ RVQE VQET QETS,VFG038675,VFC0001
MADT ADTD DTDQ TDQE DQER QERT ERTE RTEQ TEQP EQPT QPTG PTGK TGKR GKRL KRLQ RLQQ LQQA QQAR QARE AREK REKG EKGQ KGQI GQIA QIAR IARS ARSK RSKE SKEL KELG ELGT LGTA GTAS TASV ASVL SVLL VLLA LLAA LAAV AAVF AVFG VFGL FGLL GLLM LLMV LMVK MVKE VKES KESL ESLA SLAG LAGA AGAM GAMV AMVK MVKV VKVL KVLT VLTM LTMG TMGF MGFT GFTL FTLD TLDR LDRE DREQ REQA EQAF QAFD AFDP FDPN DPNA PNAM NAMM AMMT MMTM MTML TMLP MLPA LPAL PALL ALLR LLRE LREL RELL ELLH LLHP LHPL HPLG PLGL LGLL GLLF LLFM LFML FMLV MLVA LVAI VAIA AIAA IAAF AAFV AFVG FVGN VGNT GNTL NTLM TLMG LMGG MGGM GGMN GMNF MNFS NFSS FSSE SSEA SEAM EAML AMLP MLPK LPKW PKWS KWSK WSKL SKLS KLSP LSPL SPLN PLNG LNGI NGIK GIKR IKRM KRMF RMFG MFGV FGVQ GVQS VQSL QSLV SLVE LVEL VELV ELVK LVKS VKSI KSIA SIAK IAKV AKVV KVVF VVFI VFIS FISL ISLF SLFA LFAW FAWW AWWM WWML WMLS MLSS LSSQ SSQF SQFN QFNH FNHL NHLL HLLN LLNL LNLS NLSL LSLE SLEG LEGY EGYP GYPG YPGG PGGI GGII GIID IIDA IDAL DALD ALDL LDLL DLLL LLLW LLWM LWML WMLI MLII LIIL IILC ILCC LCCA CCAL CALI ALIP LIPI IPIV PIVA IVAI VAID AIDV IDVP DVPF VPFQ PFQQ FQQW QQWN QWNH WNHM NHMR HMRQ MRQL RQLK QLKM LKMT KMTK MTKQ TKQE KQEV QEVK EVKD VKDE KDEF DEFK EFKD FKDS KDSE DSEG SEGK EGKP GKPE KPEV PEVK EVKG VKGR KGRI GRIR RIRR IRRL RRLQ RLQM LQME QMEM MEMA,VFG038679,VFC0001
MKLQ KLQA LQAS QASL ASLG SLGR LGRI GRIK RIKE IKEY KEYK EYKW YKWL KWLL WLLT LLTK LTKG TKGL KGLG GLGT LGTP GTPL TPLL PLLV LLVL LVLA VLAS LASL ASLG SLGM LGMV GMVV MVVL VVLP VLPI LPIP PIPP IPPL PPLM PLML LMLD MLDI LDIL DILF ILFS LFSF FSFN SFNI FNIA NIAL IALS ALSI LSIV SIVV IVVL VVLL VLLV LLVA LVAV VAVY AVYT VYTR YTRR TRRP RRPL RPLE PLEF LEFA EFAA FAAF AAFP AFPT FPTV PTVL TVLL VLLI LLIA LIAT IATL ATLL TLLR LLRL LRLA RLAL LALN ALNV LNVA NVAS VAST ASTR STRV TRVV RVVL VVLL VLLE LLEG LEGH EGHN GHNG HNGS NGSA GSAA SAAA AAAG AAGH AGHV GHVI HVIE VIEA IEAF EAFG AFGN FGNV GNVV NVVI VVIG VIGG IGGN GGNY GNYT NYTV YTVG TVGI VGII GIIV IIVF IVFM VFMI FMIL MILM ILMI LMII MIIN IINF INFV NFVV FVVV VVVT VVTK VTKG TKGA KGAG GAGR AGRI GRIS RISE ISEV SEVS EVSA VSAR SARF ARFT RFTL FTLD TLDA LDAM DAMP AMPG MPGK PGKQ GKQM KQMA QMAI MAID AIDA IDAD DADL ADLN DLNA LNAG NAGL AGLI GLIN LINQ INQE NQEE QEEA EEAK EAKK AKKR KKRR KRRQ RRQD RQDV QDVT DVTQ VTQE TQEA QEAD EADF ADFY DFYG FYGS YGSM GSMD SMDG MDGA DGAS GASK ASKF SKFV KFVK FVKG VKGD KGDA GDAV DAVA AVAG VAGI AGIM GIMI IMIL MILF ILFI LFIN FINI INIL NILG ILGG LGGF GGFI GFII FIIG IIGM IGMV GMVQ MVQH VQHQ QHQL HQLT QLTF LTFS TFSE FSEA SEAA EAAQ AAQI AQIY QIYT IYTL YTLL TLLA LLAI LAIG AIGD IGDG GDGL DGLV,VFG038683,VFC0001
MKIK KIKR IKRF KRFF RFFA FFAK FAKD AKDM KDMR DMRT MRTA RTAL TALA ALAE LAEV AEVK EVKE VKET KETL ETLG TLGP LGPD GPDA PDAV DAVI AVIM VIMS IMSN MSNK SNKK NKKV KKVT KVTG VTGG TGGV GGVE GVEI VEIV EIVA IVAA VAAV AAVD AVDY VDYQ DYQS YQSQ QSQV SQVP QVPG VPGP PGPK GPKD PKDA KDAP DAPV APVR PVRR VRRQ RRQL RQLN QLND LNDE NDES DESV ESVN SVNI VNIS NISS ISSA SSAG SAGR AGRQ GRQM RQMT QMTR MTRP TRPA RPAP PAPS APSP PSPA SPAQ PAQE AQEQ QEQN EQNE QNEH NEHY EHYA HYAD YADT ADTL DTLA TLAA LAAL AALL ALLA LLAR LARQ ARQQ RQQK QQKL QKLN KLNP LNPA NPAQ PAQN AQNG QNGQ NGQA GQAG QAGQ AGQS GQSG QSGA SGAP GAPS APSA PSAA SAAA AAAS AASG ASGA SGAP GAPR APRT PRTL RTLA TLAE LAEQ AEQG EQGQ QGQW GQWG QWGA WGAT GATP ATPE TPEP PEPA EPAK PAKP AKPK KPKA PKAR KARA ARAA RAAA AAAP AAPG APGR PGRA GRAP RAPQ APQS PQSP QSPQ SPQR PQRD QRDQ RDQE DQEM QEME EMEG MEGM EGMR GMRK MRKE RKEM KEMA EMAS MASI ASIR SIRK IRKL RKLL KLLE LLEH LEHQ EHQI HQIS QISG ISGL SGLM GLMW LMWQ MWQE WQEV QEVE EVER VERR ERRE RREP REPM EPMR PMRA MRAL RALL ALLI LLIK LIKE IKEL KELK ELKK LKKI KKIG KIGF IGFD GFDD FDDA DDAF DAFA AFAD FADQ ADQL DQLA QLAG LAGL AGLI GLIP LIPE IPED PEDM EDMS DMSI MSIH SIHQ IHQA HQAM QAMA AMAQ MAQL AQLA QLAE LAEV AEVL EVLT VLTA LTAQ TAQL AQLK QLKI LKIS KISE ISED SEDE EDEI DEIL,VFG038687,VFC0001
MYMD YMDQ MDQA DQAS QASG ASGL SGLR GLRK LRKM RKMR KMRQ MRQN RQNN QNNR NNRV NRVK RVKV VKVI KVIA VIAV IAVS AVSG VSGG SGGK GGKG GKGG KGGV GGVG GVGK VGKT GKTN KTNV TNVT NVTL VTLN TLNV LNVA NVAG VAGA AGAM GAMA AMAA MAAQ AAQG AQGK QGKR GKRV KRVM RVMV VMVL MVLD VLDA LDAD DADL ADLG DLGL LGLA GLAN LANV ANVD NVDV VDVM DVML VMLG MLGL LGLR GLRV LRVH RVHR VHRN HRNL RNLS NLSH LSHV SHVL HVLA VLAG LAGE AGEC GECT ECTI CTID TIDD IDDI DDII DIIV IIVE IVEG VEGP EGPY GPYG PYGM YGMM GMMI MMIV MIVP IVPA VPAT PATS ATSG TSGT SGTQ GTQS TQSM QSMV SMVE MVEL VELS ELSP LSPV SPVQ PVQH VQHA QHAE HAEL AELI ELIR LIRA IRAF RAFS AFSE FSEM SEMK EMKT MKTQ KTQV TQVD QVDI VDIL DILL ILLV LLVD LVDT VDTA DTAA TAAG AAGI AGIS GISD ISDM SDMV DMVL MVLS VLSF LSFT SFTR FTRA TRAA RAAQ AAQD AQDI QDIM DIMV IMVV MVVV VVVC VVCD VCDE CDEP DEPT EPTS PTSI TSIT SITD ITDA TDAY DAYA AYAL YALI ALIK LIKI IKIL KILS ILSK LSKE SKEH KEHG EHGV HGVF GVFR VFRF FRFK RFKV FKVV KVVA VVAN VANM ANMV NMVR MVRS VRSL RSLR SLRE LREG REGQ EGQE GQEL QELY ELYA LYAK YAKL AKLT KLTR LTRV TRVT RVTD VTDR TDRF DRFL RFLD FLDT LDTS DTSL TSLE SLEL LELV ELVA LVAC VACV ACVP CVPY VPYD PYDT YDTN DTNL TNLR NLRA LRAA RAAV AAVR AVRK VRKQ RKQK KQKL QKLI KLIV LIVE IVEA VEAF EAFP AFPK FPKS PKSP KSPA SPAA PAAL AALA ALAF,VFG038691,VFC0001
MNKA NKAQ KAQA AQAY QAYL AYLR YLRH LRHQ RHQD HQDS QDSY DSYV SYVL YVLV VLVE LVER VERH ERHA RHAP HAPL APLV PLVK LVKR VKRI KRIA RIAQ IAQH AQHL QHLL HLLA LLAR LARL ARLP RLPS LPSS PSSV SSVL SVLL VLLD LLDD LDDL DDLI DLIQ LIQA IQAG QAGM AGMI GMIG MIGL IGLL GLLE LLEA LEAS EASR ASRN SRNF RNFD NFDG FDGS DGSK GSKG SKGA KGAS GASF ASFE SFET FETY ETYA TYAG YAGI AGIR GIRI IRIR RIRG IRGS RGSM GSML SMLD MLDE LDEI DEIR EIRR IRRG RRGD RGDW GDWV DWVP WVPR VPRS PRSV RSVH SVHR VHRN HRNS RNSR NSRT SRTI RTIA TIAE IAEA AEAI EAIE AIEN IENV ENVE NVEQ VEQA EQAH QAHG AHGR HGRD GRDA RDAR DARD ARDS RDSE DSEV SEVA EVAA VAAQ AAQM AQMG QMGV MGVS GVSL VSLG SLGE LGEY GEYH EYHA YHAM HAML AMLQ MLQD LQDV QDVS DVSC VSCG SCGK CGKI GKII KIIG IIGI IGIE GIED IEDL EDLG DLGV LGVS GVSE VSED SEDV EDVI DVIG VIGH IGHP GHPD HPDD PDDE DDEP DEPG EPGS PGSN GSNG SNGF NGFD GFDE FDEL DELA ELAA LAAE AAER AERF ERFQ RFQG FQGA QGAL GALA ALAE LAEH AEHI EHIG HIGR IGRL GRLP RLPE LPER PERE EREA REAL EALV ALVL LVLS VLSL LSLY SLYY LYYD YYDE YDEE DEEL EELN ELNL LNLR NLRE LREI REIG EIGE IGEV GEVL EVLN VLNV LNVS NVSE VSES SESR ESRV SRVS RVSQ VSQI SQIH QIHS IHSQ HSQA SQAM QAMH AMHR MHRL HRLR RLRA LRAR RARL ARLR RLRD LRDW RDWH DWHV,VFG038695,VFC0001
MKAK KAKT AKTS KTSA TSAM SAMI AMIS MISL ISLD SLDQ LDQA DQAR QARM ARML RMLV MLVA LVAH VAHL AHLE HLEQ LEQG EQGE QGEF GEFE EFEQ FEQA EQAD QADT ADTL DTLI TLIA LIAD IADA ADAC DACA ACAP CAPN APNA PNAA NAAA AAAL AALF ALFD LFDK FDKV DKVG KVGQ VGQL GQLT QLTR LTRQ TRQL RQLH QLHD LHDS HDSL DSLQ SLQD LQDF QDFR DFRL FRLD RLDP LDPR DPRI PRIP RIPD IPDL PDLA DLAT LATH ATHE THEI HEIP EIPD IPDA PDAR DARE ARER RERL ERLS RLSY LSYV SYVI YVID VIDM IDMT DMTD MTDK TDKA DKAA KAAN AANR ANRT NRTM RTMD TMDA MDAV DAVE AVEA VEAS EASL ASLP SLPI LPIA PIAD IADR ADRL DRLN RLND LNDN NDNI DNIQ NIQL IQLV QLVL LVLP VLPN LPNW PNWN NWNA WNAL NALM ALMS LMSR MSRE SREM REMS EMSV MSVG SVGQ VGQF GQFK QFKS FKSL KSLC SLCH LCHQ CHQL HQLD QLDD LDDF DDFI DFIK FIKA IKAS KASE ASES SESD ESDA SDAD DADK ADKL DKLR KLRQ LRQL RQLL QLLT LLTE LTEI TEIL EILM ILMA LMAQ MAQD AQDF QDFQ DFQD FQDL QDLT DLTG LTGQ TGQM GQMI QMIR MIRK IRKV RKVI KVIK VIKL IKLV KLVQ LVQE VQEV QEVE EVET VETK ETKL TKLI KLIE LIEM IEML EMLT MLTM LTMF TMFG MFGE FGEA GEAS EASA ASAE SAEH AEHS EHSS HSSR SSRS SRSL RSLP SLPV LPVS PVSG VSGI SGIE GIEA IEAE EAEG AEGP EGPI GPIM PIMN IMNP MNPE NPET PETR ETRS TRSD RSDV SDVV DVVN VVNG VNGQ NGQD GQDD QDDV DDVD DVDD VDDL DDLL DLLS LLSS LSSL SSLG SLGF,VFG038703,VFC0001
MAFE AFEV FEVD EVDE VDED DEDI EDIL DILQ ILQD LQDF QDFL DFLV FLVE LVEA VEAS EASE ASEI SEIL EILE ILEQ LEQL EQLS QLSE LSEQ SEQL EQLV QLVD LVDL VDLE DLEK LEKR EKRP KRPD RPDD PDDK DDKN DKNL KNLL NLLN LLNA LNAI NAIF AIFR IFRG FRGF RGFH GFHT FHTV HTVK TVKG VKGG KGGA GGAG GAGF AGFL GFLS FLSL LSLT SLTE LTEL TELV ELVD LVDV VDVC DVCH VCHG CHGA HGAE GAEN AENV ENVF NVFD VFDI FDIL DILR ILRN LRNG RNGK NGKR GKRT KRTV RTVT TVTA VTAE TAEL AELM ELMD LMDV MDVI DVIL VILQ ILQA LQAL QALD ALDA LDAI DAIN AINV INVM NVMF VMFA MFAQ FAQV AQVQ QVQN VQNR QNRE NREP REPP EPPS PPSP PSPA SPAS PASA ASAE SAEI AEIL EILH ILHD LHDL HDLH DLHE LHEL HELC ELCK LCKP CKPE KPEG PEGE EGEE GEEQ EEQL EQLL QLLT LLTA LTAS TASA ASAD SADG ADGS DGSV GSVA SVAS VASE ASEE SEEM EEMA EMAP MAPA APAV PAVE AVEE VEEV EEVV EVVE VVEV VEVA EVAA VAAA AAAI AAIP AIPE IPEP PEPV EPVA PVAE VAES AESV ESVP SVPA VPAS PASS ASSV SSVV SVVS VVSG VSGG SGGG GGGS GGSI GSID SIDE IDEI DEIS EISA ISAD SADE ADEF DEFE EFER FERL ERLL RLLD LLDE LDEL DELH ELHG LHGV HGVG GVGG VGGA GGAP GAPT APTA PTAA TAAA AAAS AASP ASPV SPVV PVVA VVAS VASS ASSG SSGD SGDI GDIT DITD ITDD TDDE DDEF DEFE EFEA FEAL EALL ALLD LLDQ LDQL DQLH QLHG LHGQ HGQG GQGQ QGQH GQHG QHGG HGGA GGAP GAPE APES PESN ESNP SNPL NPLK PLKS LKSV KSVQ SVQK,VFG038707,VFC0001
MAVK AVKV VKVL KVLV VLVV LVVD VVDD VDDS DDSS DSSF SSFF SFFR FFRR FRRR RRRV RRVS RVSE VSEI SEII EIIT IITQ ITQD TQDP QDPM DPML PMLT MLTV LTVI TVID VIDT IDTA DTAQ TAQN AQNG QNGR NGRE GREA REAV EAVD AVDK VDKA DKAI KAIQ AIQL IQLR QLRP LRPD RPDV PDVI DVIT VITM ITMD TMDI MDIE DIEM IEMP EMPV MPVM PVMD VMDG MDGI DGIS GISA ISAV SAVR AVRE VREI REIM EIMA IMAK MAKC AKCP KCPT CPTP PTPI TPIL PILM ILMF LMFS MFSS FSSL SSLT SLTH LTHE THEG HEGA EGAK GAKA AKAT KATL ATLD TLDA LDAL DALD ALDA LDAG DAGA AGAL GALD ALDF LDFL DFLP FLPK LPKK PKKF KKFE KFED FEDI EDIA DIAR IARD ARDK RDKD DKDE KDEA DEAV EAVR AVRL VRLL RLLQ LLQQ LQQR QQRV QRVK RVKE VKEI KEIS EISR ISRK SRKR RKRF KRFL RFLM FLMA LMAA MAAP AAPA APAR PARP ARPK RPKA PKAP KAPE APEP PEPA EPAA PAAR AARS ARSP RSPL SPLG PLGS LGSP GSPI SPIA PIAR IARP ARPA RPAE PAER AERQ ERQA RQAE QAEP AEPP EPPR PPRA PRAM RAMP AMPA MPAA PAAA AAAF AAFK AFKR FKRS KRSG RSGK SGKS GKSY KSYQ SYQL YQLV QLVA LVAI VAIG AIGT IGTS GTST TSTG STGG TGGP GGPV GPVA PVAL VALQ ALQN LQNV QNVL NVLT VLTK LTKL TKLP KLPG LPGD PGDF GDFP DFPH FPHP PHPI HPIL PILL ILLI LLIQ LIQH IQHM QHMP HMPA MPAT PATF ATFT TFTA FTAA TAAF AAFA AFAA FAAR AARL ARLN RLNG LNGL NGLC GLCQ LCQI CQIG QIGV IGVK GVKE VKEA KEAE EAED AEDG EDGD DGDV GDVL DVLK VLKP LKPG,VFG038711,VFC0001
MGMF GMFG MFGL FGLI GLIL LILA ILAL LALG ALGA LGAI GAIA AIAI IAIA AIAQ IAQL AQLW QLWH LWHG WHGG HGGN GGNL GNLL NLLT LLTL LTLL TLLD LLDG LDGP DGPA GPAF PAFV AFVI FVIV VIVV IVVG VVGG VGGT GGTW GTWG TWGA WGAV GAVI AVIL VILQ ILQT LQTP QTPR TPRK PRKF RKFL KFLL FLLE LLEA LEAI EAIR AIRQ IRQT RQTR QTRW TRWM RWML WMLL MLLP LLPP LPPA PPAW PAWD AWDL WDLV DLVA LVAQ VAQA AQAE QAER AERL ERLQ RLQA LQAW QAWA AWAV WAVF AVFA VFAR FARQ ARQQ RQQG QQGL QGLL GLLA LLAL LALE ALEN LENQ ENQA NQAD QADQ ADQE DQES QESD ESDE SDEF DEFT EFTR FTRQ TRQG RQGL QGLT GLTM LTMI TMIV MIVD IVDG VDGV DGVS GVSI VSID SIDD IDDI DDIR DIRM IRML RMLL MLLE LLEA LEAD EADI ADID DIDI IDIE DIEQ IEQE EQER QERN ERNE RNEH NEHS EHSA HSAR SARV ARVF RVFE VFEA FEAM EAMG AMGG MGGY GGYS GYSP YSPT SPTI PTIG TIGI IGII GIIG IIGA IGAV GAVI AVIG VIGL IGLI GLIQ LIQA IQAM QAMF AMFH MFHL FHLE HLEE LEEP EEPA EPAS PASL ASLG SLGA LGAG GAGI AGIA GIAV IAVA AVAF VAFV AFVA FVAT VATI ATIY TIYG IYGV YGVG GVGF VGFA GFAN FANL ANLL NLLY LLYL LYLP YLPI LPIA PIAN IANR ANRL NRLR RLRA LRAF RAFH AFHY FHYH HYHY YHYA HYAL YALF ALFQ LFQE FQEM QEMT EMTL MTLE TLEG LEGL EGLM GLMA LMAI MAIA AIAH IAHG AHGE HGEN GENG ENGP NGPQ GPQV PQVE QVER VERR ERRL RRLK RLKA LKAY KAYL AYLK YLKG LKGE,VFG038715,VFC0001
MRKR RKRY KRYR RYRL YRLH RLHL LHLQ HLQG LQGR QGRE GREH REHL EHLD HLDR LDRW DRWL RWLV WLVS LVSY VSYA SYAD YADY ADYM DYMT YMTL MTLI TLIF LIFA IFAL FALF ALFV LFVV FVVL VVLY VLYS LYSV YSVA SVAL VALV ALVN LVNK VNKD NKDK KDKY DKYR KYRA YRAV RAVI AVID VIDG IDGM DGMT GMTQ MTQA TQAF QAFN AFNV FNVM NVMQ VMQP MQPR QPRS PRSD RSDG SDGL DGLL GLLE LLEG LEGQ EGQG GQGK QGKS GKSL KSLL SLLN LLNN LNNE NNEV NEVS EVSA VSAA SAAS AASS ASSV SSVL SVLE VLES LESA ESAT SATA ATAR TARS ARSP RSPS SPSL PSLA SLAP LAPI APIS PISG ISGV SGVP GVPI VPIA PIAQ IAQD AQDG QDGM DGMT GMTL MTLA TLAK LAKI AKID KIDT IDTQ DTQL TQLQ QLQE LQES QESM ESMG SMGS MGSL GSLV SLVD LVDA VDAG DAGV AGVV GVVK VVKL VKLT KLTL LTLN TLND LNDN NDNW DNWL NWLT WLTV LTVE TVEL VELS ELSS LSSG SSGL SGLL GLLF LLFG LFGS FGSG GSGS SGSA GSAF SAFM AFMS FMST MSTN STNA TNAD NADP ADPV DPVL PVLN VLNT LNTL NTLS TLSS LSSI SSIL SILK ILKQ LKQV KQVD QVDN VDNY DNYV NYVR YVRV VRVR RVRG VRGY RGYT GYTD YTDN TDNQ DNQQ NQQI QQIN QINN INNE NNEI NEIF EIFR IFRS FRSN RSNW SNWT NWTL WTLS TLSA LSAA SAAR AARA ARAE RAEA AEAV EAVL AVLT VLTA LTAL TALI ALIA LIAK IAKG AKGI KGIA GIAP IAPQ APQR PQRL QRLA RLAY LAYE AYEA YEAY EAYG AYGE YGEF GEFS EFSP FSPF SPFT PFTD FTDN TDNS DNST NSTE STEQ TEQG EQGR QGRL GRLQ RLQN LQNR QNRK NRKV,VFG038719,VFC0001
MIVW IVWT VWTV WTVA TVAN VANQ ANQK NQKG QKGG KGGV GGVG GVGK VGKT GKTT KTTT TTTV TTVV TVVS VVSL VSLA SLAG LAGI AGIL GILA ILAQ LAQR AQRG QRGQ RGQR GQRV QRVL RVLL VLLI LLID LIDT IDTD DTDP TDPH DPHA PHAS HASL ASLT SLTS LTSY TSYL SYLD YLDF LDFD DFDS FDSD DSDR SDRL DRLD RLDG LDGT DGTL GTLY TLYE LYEL YELF ELFQ LFQA FQAV QAVK AVKP VKPT KPTA PTAE TAEL AELV ELVN LVNK VNKL NKLT KLTL LTLR TLRT LRTK RTKF TKFD KFDN FDNI DNIH NIHL IHLL HLLP LLPA LPAS PASI ASIT SITL ITLA TLAT LATL ATLD TLDR LDRV DRVM RVMG VMGN MGNR GNRE NREG REGM EGMG GMGL MGLV GLVL LVLK VLKR LKRA KRAL RALL ALLR LLRI LRIQ RIQD IQDQ QDQY DQYD QYDY YDYV DYVL YVLI VLID LIDC IDCP DCPP CPPV PPVL PVLG VLGV LGVM GVMM VMMV MMVN MVNA VNAL NALA ALAA LAAC AACD ACDR CDRI DRIL RILV ILVP LVPV VPVQ PVQT VQTE QTEF TEFL EFLA FLAL LALK ALKG LKGL KGLE GLER LERM ERMM RMMK MMKT MKTF KTFE TFEI FEIM EIMQ IMQR MQRS QRSK RSKR SKRE KREK REKF EKFR KFRY FRYT RYTV YTVI TVIP VIPT IPTM PTMF TMFD MFDK FDKR DKRT KRTR RTRA TRAS RASL ASLM SLMT LMTL MTLQ TLQS LQSI QSIK SIKE IKEQ KEQH EQHG QHGN HGNA GNAV NAVW AVWN VWNA WNAV NAVI AVIP VIPI IPID PIDT IDTK DTKF TKFR KFRD FRDA RDAS DASL ASLL SLLH LLHI LHIP HIPP IPPS PPSI PSIY SIYS IYSP YSPS SPSS PSSR SSRG SRGT RGTY GTYA TYAY YAYE AYET YETL ETLL TLLN LLNY LNYL,VFG038723,VFC0001
MRDT RDTT DTTQ TTQV TQVR QVRA VRAM RAMD AMDD MDDY DDYF DYFH YFHS FHSL HSLL SLLL LLLD LLDD LDDA DDAL DALL ALLL LLLD LLDS LDSS DSSD SSDE SDEP DEPD EPDS PDSA DSAP SAPV APVI PVIQ VIQL IQLQ QLQR LQRQ QRQP RQPQ QPQP PQPV QPVA PVAD VADK ADKV DKVA KVAQ VAQP AQPY QPYL PYLE YLEA LEAD EADQ ADQR DQRL QRLE RLEQ LEQL EQLS QLSE LSEL SELL ELLA LLAQ LAQV AQVG QVGQ VGQV GQVQ QVQF VQFE QFEI FEID EIDA IDAL DALS ALSH LSHE SHEE HEEV EEVV EVVS VVSE VSEP SEPL EPLQ PLQI LQIE QIEA IEAE EAED AEDA EDAL DALL ALLP LLPV LPVE PVEP VEPV EPVW PVWP VWPE WPEV PEVM EVMP VMPE MPEP PEPA EPAA PAAA AAAD AADP ADPA DPAT PATL ATLV TLVV LVVT VVTE VTET TETD ETDV TDVA DVAL VALA ALAP LAPQ APQE PQEE QEEV EEVA EVAP VAPS APST PSTW STWE TWEN WENI ENID NIDT IDTG DTGK TGKE GKEF KEFQ EFQA FQAL QALF ALFF LFFE FFEV FEVA EVAG VAGV AGVT GVTF VTFA TFAV FAVP AVPL VPLT PLTE LTEL TELG ELGG LGGI GGIH GIHQ IHQL HQLG QLGE LGEV GEVN EVNT VNTL NTLF TLFG LFGQ FGQP GQPG QPGW PGWY GWYK WYKG YKGI KGIM GIMT IMTS MTSR TSRE SREQ REQK EQKM QKMN KMNV MNVV NVVD VVDT VDTA DTAQ TAQW AQWV QWVM WVMP VMPG MPGQ PGQH GQHL QHLE HLEV LEVP EVPD VPDY PDYK DYKY YKYL KYLI YLIM LIML IMLG MLGE LGES GESP ESPW SPWG PWGL WGLA GLAC LACH ACHH CHHL HHLK HLKG LKGT KGTE GTEL TELL ELLH LLHR LHRD HRDQ RDQV DQVK QVKW VKWR,VFG038727,VFC0001
